 Rnk, Player Name, School, Conf, Games Played, Cmp (passing), Att (passing),  Percent (passing),  Yards (passing),  Avg Yards (passing),AY/A (passing),TD (passing), Interceptins (passing), Rate (passing), Att (rushing), Yds (rushing), Avg Yards (rushing), TD (rushing), Year
56,Chad Hutchinson,Stanford,Pac-10,11,190,312,60.9,2134,6.8,5.8,10,12,121.2,57,-235,-4.1,0,1996
57,Rick Trefzger,Purdue,Big Ten,11,96,170,56.5,1158,6.8,5.6,8,8,119.8,43,56,1.3,1,1996
58,Chad Salisbury,New Mexico State,Big West,11,172,341,50.4,2291,6.7,5.8,11,12,110.5,48,-97,-2.0,3,1996
59,Brian Kavanagh,Kansas State,Big 12,11,167,284,58.8,1893,6.7,7.1,20,6,133.8,61,-170,-2.8,3,1996
60,Chad Plummer,Cincinnati,CUSA,11,102,198,51.5,1335,6.7,5.6,7,8,111.7,100,251,2.5,3,1996
61,Matt Johner,Kansas,Big 12,10,96,185,51.9,1232,6.7,6.8,10,4,121.3,59,-14,-0.2,0,1996
62,Beau Morgan,Air Force,WAC,11,95,180,52.8,1210,6.7,6.1,8,6,117.2,225,1494,6.6,18,1996
63,Carl Dean,San Jose State,WAC,12,191,369,51.8,2449,6.6,5.7,10,12,110.0,92,90,1.0,0,1996
64,Tone Jones,Oklahoma State,Big 12,10,130,234,55.6,1551,6.6,5.6,8,9,114.8,71,170,2.4,2,1996
65,Jeff Dover,Texas Christian,WAC,10,129,221,58.4,1456,6.6,5.6,9,9,119.0,27,-9,-0.3,2,1996
66,Nealon Greene,Clemson,ACC,12,111,219,50.7,1446,6.6,5.7,8,8,110.9,78,190,2.4,3,1996
67,Chris Redman,Louisville,CUSA,11,144,272,52.9,1773,6.5,5.6,8,9,110.8,37,-148,-4.0,0,1996
68,Todd Doxzon,Iowa State,Big 12,11,124,231,53.7,1498,6.5,5.8,12,9,117.5,86,223,2.6,4,1996
69,Justin Fuente,Oklahoma,Big 12,11,91,196,46.4,1271,6.5,5.0,8,10,104.2,29,-69,-2.4,2,1996
70,Brian Cummings,Maryland,ACC,9,92,173,53.2,1127,6.5,5.0,7,9,110.8,64,-132,-2.1,2,1996
71,Brian Kuklick,Wake Forest,ACC,11,205,396,51.8,2526,6.4,5.5,11,13,108.0,80,-72,-0.9,1,1996
72,Branndon Stewart,Texas A&M,Big 12,12,146,299,48.8,1904,6.4,5.9,9,7,107.6,70,9,0.1,2,1996
73,Zebbie Lethridge,Texas Tech,Big 12,11,117,267,43.8,1686,6.3,6.1,11,6,106.0,114,286,2.5,5,1996
74,Ryan Huzjak,Toledo,MAC,11,183,332,55.1,2058,6.2,6.2,15,7,117.9,149,264,1.8,1,1996
75,Wally Richardson,Penn State,Big Ten,12,145,279,52.0,1732,6.2,5.4,7,8,106.7,29,-98,-3.4,0,1996
76,Marcus Crandell,East Carolina,Ind,11,136,245,55.5,1507,6.2,5.6,16,10,120.6,43,109,2.5,0,1996
77,Pete Burks,Arkansas,SEC,11,115,224,51.3,1390,6.2,4.9,6,9,104.3,92,74,0.8,2,1996
78,Jermaine Alfred,Baylor,Big 12,10,90,184,48.9,1148,6.2,5.9,8,5,110.2,39,-114,-2.9,1,1996
79,Walter Church,Eastern Michigan,MAC,10,178,355,50.1,2151,6.1,4.9,11,14,103.4,71,-251,-3.5,0,1996
80,Troy DeGar,Tulsa,WAC,11,97,219,44.3,1336,6.1,5.7,9,6,103.6,74,208,2.8,0,1996
81,Rodney Hudson,UAB,Ind,11,77,194,39.7,1176,6.1,4.9,9,9,96.6,106,356,3.4,5,1996
82,Tim Lester,Western Michigan,MAC,11,203,363,55.9,2189,6.0,5.7,14,9,114.3,59,-30,-0.5,2,1996
83,Matt Hasselbeck,Boston College,Big East,11,171,330,51.8,1990,6.0,5.3,9,9,106.0,87,-214,-2.5,2,1996
84,Brandon Barker,Northern Illinois,Ind,11,105,203,51.7,1223,6.0,4.0,2,10,95.7,64,-114,-1.8,0,1996
85,Chad Johnston,West Virginia,Big East,12,167,334,50.0,1958,5.9,5.5,12,8,106.3,60,-193,-3.2,0,1996
86,Bob Niemet,Bowling Green State,MAC,9,83,191,43.5,1129,5.9,4.4,6,9,94.1,61,121,2.0,2,1996
87,Derrick Taite,Mississippi State,SEC,10,75,171,43.9,1009,5.9,5.3,6,5,99.2,41,6,0.1,0,1996
88,Shaun King,Tulane,CUSA,11,132,273,48.4,1574,5.8,5.2,8,7,101.3,43,16,0.4,1,1996
89,Matt Lytle,Pitt,Big East,10,105,214,49.1,1249,5.8,5.3,8,6,104.8,51,18,0.4,1,1996
90,Sam Ricketts,Miami (OH),MAC,10,125,234,53.4,1333,5.7,5.6,8,4,109.1,41,17,0.4,0,1996
91,Billy Jack Haskins,Kentucky,SEC,11,93,175,53.1,967,5.5,4.8,5,5,103.3,84,23,0.3,2,1996
92,Scott Weaver,Illinois,Big Ten,11,176,314,56.1,1701,5.4,3.9,7,14,100.0,51,-189,-3.7,0,1996
93,Qadry Anderson,Memphis,CUSA,11,141,287,49.1,1557,5.4,4.1,6,11,93.9,129,121,0.9,3,1996
94,Leonard Lilja,UTEP,WAC,11,106,220,48.2,1193,5.4,4.2,9,10,98.1,60,-6,-0.1,0,1996
95,Damian Allen,Vanderbilt,SEC,11,118,279,42.3,1472,5.3,3.9,5,11,84.6,67,-228,-3.4,1,1996
96,Mike Stephans,Rutgers,Big East,10,73,172,42.4,918,5.3,4.2,4,6,88.0,40,-89,-2.2,1,1996
97,Glenn Freitas,Hawaii,WAC,11,129,234,55.1,1157,4.9,3.3,8,12,97.7,115,352,3.1,3,1996
98,Jason Mills,North Texas,Big West,10,91,211,43.1,1016,4.8,3.8,5,7,84.8,71,24,0.3,3,1996
99,Brent Pettus,Arkansas State,Ind,11,94,199,47.2,903,4.5,2.5,4,11,80.9,10,8,0.8,0,1996
1,Cade McNown,UCLA,Pac-10,12,189,312,60.6,3116,10.0,10.7,24,6,166.0,79,26,0.3,4,1997
2,Ryan Leaf,Washington State,Pac-10,12,227,410,55.4,3968,9.7,10.1,34,11,158.7,82,-48,-0.6,6,1997
3,John Dutton,Nevada,Big West,11,225,367,61.3,3526,9.6,10.0,20,6,156.7,44,-4,-0.1,1,1997
4,Donovan McNabb,Syracuse,Big East,12,145,265,54.7,2488,9.4,9.9,20,6,154.0,110,404,3.7,6,1997
5,Mike Bobo,Georgia,SEC,12,199,306,65.0,2751,9.0,9.1,19,8,155.8,40,-70,-1.8,1,1997
6,Moses Moreno,Colorado State,WAC,12,157,257,61.1,2257,8.8,8.8,20,9,153.5,56,-97,-1.7,1,1997
7,Brock Huard,Washington,Pac-10,10,146,244,59.8,2140,8.8,8.8,23,10,156.4,31,-82,-2.6,1,1997
8,Joe Germaine,Ohio State,Big Ten,13,129,210,61.4,1847,8.8,8.4,16,9,151.9,32,-132,-4.1,0,1997
9,Mike McQueary,Penn State,Big Ten,12,146,255,57.3,2211,8.7,8.4,17,9,145.0,53,-27,-0.5,1,1997
10,Corby Jones,Missouri,Big 12,11,102,191,53.4,1658,8.7,8.5,12,6,140.8,183,887,4.8,14,1997
11,Jason Maas,Oregon,Pac-10,10,104,187,55.6,1631,8.7,8.7,18,8,152.1,36,68,1.9,1,1997
12,Joe Hamilton,Georgia Tech,ACC,11,173,268,64.6,2314,8.6,8.4,12,7,146.6,140,478,3.4,5,1997
13,Thad Busby,Florida State,ACC,11,235,390,60.3,3317,8.5,8.6,25,10,147.7,57,-16,-0.3,2,1997
14,Aaron Brooks,Virginia,ACC,11,164,270,60.7,2282,8.5,8.8,20,7,151.0,85,255,3.0,5,1997
15,Graham Leigh,New Mexico,WAC,12,166,276,60.1,2318,8.4,8.8,24,8,153.6,135,528,3.9,8,1997
16,Michael Bishop,Kansas State,Big 12,11,80,185,43.2,1557,8.4,7.9,13,8,128.5,147,566,3.9,9,1997
17,Tim Rattay,Louisiana Tech,Ind,11,293,477,61.4,3881,8.1,8.6,34,10,149.1,64,87,1.4,1,1997
18,Chad Pennington,Marshall,MAC,13,276,473,58.4,3817,8.1,8.7,42,12,150.4,57,-50,-0.9,1,1997
19,Dameyune Craig,Auburn,SEC,12,216,403,53.6,3277,8.1,7.6,18,13,130.2,96,0,0.0,4,1997
20,Daunte Culpepper,UCF,Ind,11,238,381,62.5,3086,8.1,8.2,25,10,146.9,136,438,3.2,5,1997
21,Tim Lester,Western Michigan,MAC,10,154,268,57.5,2160,8.1,7.5,17,11,137.9,56,-102,-1.8,0,1997
22,Peyton Manning,Tennessee,SEC,12,287,477,60.2,3819,8.0,8.5,36,11,147.7,49,-30,-0.6,3,1997
23,Chris Keldorf,North Carolina,ACC,11,104,181,57.5,1448,8.0,7.1,12,9,136.6,26,-108,-4.2,1,1997
24,Jamie Barnette,North Carolina State,ACC,11,171,302,56.6,2378,7.9,7.0,19,14,134.3,77,78,1.0,3,1997
25,Ryan Clement,Miami (FL),Big East,11,157,267,58.8,2089,7.8,6.7,10,11,128.6,44,-120,-2.7,3,1997
26,John Fitzgerald,Tulsa,WAC,11,139,256,54.3,2003,7.8,6.2,9,13,121.5,42,76,1.8,1,1997
27,Billy Dicken,Purdue,Big Ten,12,224,407,55.0,3136,7.7,7.0,21,16,128.9,97,351,3.6,6,1997
28,Matt Sauk,Utah State,Big West,11,190,378,50.3,2896,7.7,7.3,16,10,123.3,64,2,0.0,6,1997
29,Pete Gonzalez,Pitt,Big East,11,198,345,57.4,2657,7.7,8.5,30,7,146.7,91,169,1.9,3,1997
30,Pat Bonner,Temple,Big East,10,107,202,53.0,1561,7.7,5.7,7,12,117.4,51,-17,-0.3,1,1997
31,Al Clark,Virginia Tech,Big East,10,110,192,57.3,1477,7.7,8.0,10,3,136.0,94,347,3.7,3,1997
32,Charlie Batch,Eastern Michigan,MAC,11,247,434,56.9,3280,7.6,7.5,23,11,132.8,85,110,1.3,1,1997
33,Stewart Patridge,Ole Miss,SEC,11,228,352,64.8,2667,7.6,7.4,12,7,135.7,56,-108,-1.9,1,1997
34,Sam Ricketts,Miami (OH),MAC,11,188,324,58.0,2466,7.6,7.2,16,10,132.1,76,273,3.6,3,1997
35,Marc Bulger,West Virginia,Big East,12,192,323,59.4,2465,7.6,7.1,14,10,131.7,52,-93,-1.8,2,1997
36,Nealon Greene,Clemson,ACC,12,180,290,62.1,2212,7.6,7.3,16,9,138.1,115,345,3.0,1,1997
37,Herb Tyler,LSU,SEC,11,127,209,60.8,1581,7.6,7.0,10,7,133.4,96,279,2.9,7,1997
38,Doug Johnson,Florida,SEC,9,148,269,55.0,2023,7.5,7.1,21,12,135.0,38,-185,-4.9,1,1997
39,Mike Samuel,Wisconsin,Big Ten,13,141,254,55.5,1896,7.5,5.8,8,13,118.4,129,242,1.9,8,1997
40,Oscar Davenport,North Carolina,ACC,11,115,183,62.8,1380,7.5,7.6,7,3,135.5,49,12,0.2,2,1997
41,Jose Davis,Kent State,MAC,10,194,365,53.2,2707,7.4,7.4,32,14,136.7,50,176,3.5,3,1997
42,Brian Griese,Michigan,Big Ten,11,175,277,63.2,2042,7.4,7.6,14,5,138.2,51,7,0.1,2,1997
43,John Hessler,Colorado,Big 12,11,181,338,53.6,2478,7.3,6.0,14,16,119.3,75,188,2.5,5,1997
44,Matt Hasselbeck,Boston College,Big East,10,188,305,61.6,2239,7.3,6.6,11,10,128.6,71,24,0.3,1,1997
45,Lee Jolly,UAB,Ind,10,108,209,51.7,1530,7.3,6.9,11,7,123.8,80,8,0.1,1,1997
46,Branndon Stewart,Texas A&M,Big 12,12,111,196,56.6,1429,7.3,7.4,10,4,130.6,42,-69,-1.6,2,1997
47,Josh Skinner,Hawaii,WAC,10,109,195,55.9,1416,7.3,4.6,3,13,108.6,58,-31,-0.5,2,1997
48,Ryan Kealy,Arizona State,Pac-10,11,162,297,54.5,2137,7.2,7.1,15,7,126.9,52,-201,-3.9,0,1997
49,Jonathan Crosswhite,Utah,WAC,9,130,222,58.6,1588,7.2,6.1,9,9,123.9,47,-109,-2.3,1,1997
50,Jake Josetti,Ball State,MAC,11,106,217,48.8,1569,7.2,5.5,13,14,116.4,112,157,1.4,3,1997
51,Tim Couch,Kentucky,SEC,11,363,547,66.4,3884,7.1,6.9,37,19,141.4,66,-125,-1.9,3,1997
52,Shaun King,Tulane,CUSA,11,199,363,54.8,2567,7.1,6.7,24,14,128.3,124,511,4.1,5,1997
53,Bernard Oden,Memphis,CUSA,11,170,316,53.8,2249,7.1,6.6,12,9,120.4,129,81,0.6,8,1997
54,Ortege Jenkins,Arizona,Pac-10,10,115,235,48.9,1669,7.1,7.8,19,5,131.0,65,53,0.8,2,1997
55,Justin Vedder,California,Pac-10,11,221,390,56.7,2718,7.0,6.4,20,14,125.0,99,25,0.3,0,1997
56,Brian Brennan,Idaho,Big West,10,218,387,56.3,2708,7.0,7.4,19,5,128.7,46,-36,-0.8,1,1997
57,Brian Kuklick,Wake Forest,ACC,9,190,312,60.9,2180,7.0,6.4,15,11,128.4,51,-48,-0.9,1,1997
58,Ron Powlus,Notre Dame,Ind,12,182,298,61.1,2078,7.0,6.5,9,7,124.9,46,-49,-1.1,0,1997
59,Chris Redman,Louisville,CUSA,11,261,445,58.7,3079,6.9,6.3,18,14,123.8,47,-121,-2.6,0,1997
60,Jon Denton,UNLV,WAC,9,199,374,53.2,2586,6.9,5.8,18,17,118.1,64,5,0.1,3,1997
61,Tim Crowley,Central Michigan,MAC,10,148,321,46.1,2204,6.9,6.1,11,10,108.9,47,-40,-0.9,0,1997
62,John Fox,USC,Pac-10,11,153,280,54.6,1940,6.9,6.5,12,8,121.3,44,-28,-0.6,1,1997
63,Tim Hughes,Northwestern,Big Ten,12,142,270,52.6,1862,6.9,6.7,11,6,119.5,54,-74,-1.4,0,1997
64,Brian Cummings,Maryland,ACC,11,154,255,60.4,1760,6.9,6.6,10,6,126.6,100,-139,-1.4,1,1997
65,Akili Smith,Oregon,Pac-10,11,108,200,54.0,1385,6.9,6.7,13,7,126.6,89,183,2.1,2,1997
66,Chris Wallace,Toledo,MAC,12,232,433,53.6,2955,6.8,7.1,27,9,127.3,98,232,2.4,2,1997
67,Jason Mills,North Texas,Big West,11,127,245,51.8,1667,6.8,6.2,13,9,119.2,68,35,0.5,1,1997
68,Matt Wyatt,Mississippi State,SEC,11,92,201,45.8,1369,6.8,4.0,6,15,97.9,36,-80,-2.2,0,1997
69,Todd Bandhauer,Iowa State,Big 12,11,180,374,48.1,2514,6.7,6.7,20,9,117.4,52,-379,-7.3,0,1997
70,Chad Hutchinson,Stanford,Pac-10,11,189,315,60.0,2101,6.7,5.9,10,10,120.2,61,-216,-3.5,1,1997
71,Todd Schultz,Michigan State,Big Ten,12,177,299,59.2,2003,6.7,5.3,18,17,124.0,30,-78,-2.6,2,1997
72,Bob Niemet,Bowling Green State,MAC,9,133,256,52.0,1723,6.7,5.9,8,8,112.6,61,-8,-0.1,3,1997
73,Anthony Wright,South Carolina,SEC,9,139,252,55.2,1685,6.7,7.2,18,5,130.9,71,44,0.6,1,1997
74,Cory Sauter,Minnesota,Big Ten,12,126,234,53.8,1576,6.7,5.7,8,9,114.0,129,20,0.2,3,1997
75,Clint Stoerner,Arkansas,SEC,11,173,357,48.5,2347,6.6,5.6,12,13,107.5,81,-267,-3.3,2,1997
76,Ty Houghtaling,New Mexico State,Big West,11,152,301,50.5,1985,6.6,5.9,10,9,110.9,98,408,4.2,5,1997
77,Jay Rodgers,Indiana,Big Ten,11,192,330,58.2,2156,6.5,5.0,6,14,110.6,60,-121,-2.0,0,1997
78,Freddie Kitchens,Alabama,SEC,11,121,237,51.1,1545,6.5,6.7,11,4,117.8,48,15,0.3,1,1997
79,Lee Roberts,Southern Mississippi,CUSA,12,194,350,55.4,2248,6.4,6.2,16,9,119.3,36,-192,-5.3,0,1997
80,Jay Stoner,Wyoming,WAC,11,149,299,49.8,1890,6.3,5.4,8,10,105.1,65,113,1.7,2,1997
81,James Brown,Texas,Big 12,10,133,267,49.8,1676,6.3,4.8,5,11,100.5,41,29,0.7,1,1997
82,Daniel Jeremiah,Louisiana-Monroe,Ind,10,120,229,52.4,1450,6.3,5.7,9,7,112.4,45,96,2.1,1,1997
83,Dan O'Dell,San Jose State,WAC,9,87,180,48.3,1130,6.3,5.2,13,10,113.8,49,50,1.0,2,1997
84,Zebbie Lethridge,Texas Tech,Big 12,11,134,261,51.3,1622,6.2,6.0,6,4,108.1,107,133,1.2,7,1997
85,Chad Plummer,Cincinnati,CUSA,12,87,190,45.8,1176,6.2,4.5,6,10,97.7,149,606,4.1,7,1997
86,Jason McKinley,Houston,CUSA,11,166,314,52.9,1910,6.1,5.1,9,11,106.4,29,-109,-3.8,0,1997
87,Jeff Watson,Baylor,Big 12,11,143,260,55.0,1550,6.0,5.0,5,8,105.3,76,43,0.6,3,1997
88,Brian Vye,San Jose State,WAC,10,78,169,46.2,1019,6.0,5.0,5,6,99.5,63,135,2.1,1,1997
89,Mike McMahon,Rutgers,Big East,9,104,212,49.1,1259,5.9,4.0,6,12,97.0,49,17,0.3,2,1997
90,Dan Gonzalez,East Carolina,CUSA,11,253,431,58.7,2510,5.8,5.5,16,10,115.2,75,-91,-1.2,1,1997
91,Billy Volek,Fresno State,WAC,12,178,318,56.0,1853,5.8,6.0,17,6,118.8,71,-99,-1.4,2,1997
92,Damian Allen,Vanderbilt,SEC,11,128,283,45.2,1544,5.5,4.4,8,10,93.3,104,184,1.8,1,1997
93,Tim Alexander,Oregon State,Pac-10,11,157,327,48.0,1745,5.3,3.8,6,14,90.3,127,288,2.3,2,1997
94,Jeff Dover,Texas Christian,WAC,10,97,199,48.7,1063,5.3,4.9,5,4,97.9,29,-109,-3.8,2,1997
95,Bobby Campbell,Duke,ACC,9,85,176,48.3,925,5.3,2.9,2,10,84.8,53,82,1.5,4,1997
1,Akili Smith,Oregon,Pac-10,12,215,371,58.0,3763,10.1,10.9,32,8,167.3,82,184,2.2,4,1998
2,Cade McNown,UCLA,Pac-10,12,207,357,58.0,3470,9.7,9.7,25,11,156.6,75,182,2.4,3,1998
3,Shaun King,Tulane,CUSA,12,246,366,67.2,3508,9.6,10.9,38,6,178.7,156,641,4.1,11,1998
4,Michael Bishop,Kansas State,Big 12,12,164,295,55.6,2844,9.6,10.4,23,5,158.9,177,748,4.2,14,1998
5,David Neill,Nevada,Big West,9,199,344,57.8,3249,9.4,10.0,29,9,159.8,65,102,1.6,2,1998
6,Jarious Jackson,Notre Dame,Ind,11,104,188,55.3,1740,9.3,9.2,13,6,149.5,113,441,3.9,3,1998
7,Daunte Culpepper,UCF,Ind,11,296,402,73.6,3690,9.2,9.8,28,7,170.2,141,463,3.3,12,1998
8,Major Applewhite,Texas,Big 12,11,159,273,58.2,2453,9.0,8.5,18,11,147.4,33,-63,-1.9,0,1998
9,Tim Rattay,Louisiana Tech,Ind,12,380,559,68.0,4943,8.8,9.4,46,13,164.8,43,-78,-1.8,1,1998
10,Joe Germaine,Ohio State,Big Ten,12,230,384,59.9,3330,8.7,9.2,25,7,150.6,62,-83,-1.3,0,1998
11,Chris Weinke,Florida State,ACC,10,145,286,50.7,2487,8.7,9.1,19,6,141.5,47,-168,-3.6,1,1998
12,Marc Bulger,West Virginia,Big East,12,274,419,65.4,3607,8.6,9.0,31,10,157.3,33,-92,-2.8,0,1998
13,Quincy Carter,Georgia,SEC,11,176,290,60.7,2484,8.6,8.0,12,9,140.1,99,284,2.9,4,1998
14,Doug Johnson,Florida,SEC,10,154,274,56.2,2346,8.6,8.6,19,8,145.2,29,-66,-2.3,1,1998
15,Chris Redman,Louisville,CUSA,10,309,473,65.3,4042,8.5,8.3,29,15,151.0,40,-33,-0.8,2,1998
16,Scott Covington,Miami (FL),Big East,11,159,270,58.9,2301,8.5,8.6,19,8,147.8,45,-192,-4.3,0,1998
17,Donovan McNabb,Syracuse,Big East,11,157,251,62.5,2134,8.5,9.4,22,5,158.9,135,438,3.2,8,1998
18,Chad Pennington,Marshall,MAC,13,297,456,65.1,3830,8.4,8.9,28,7,152.9,55,8,0.1,1,1998
19,Jamie Barnette,North Carolina State,ACC,11,193,377,51.2,3169,8.4,8.0,18,11,131.7,83,13,0.2,3,1998
20,Clint Stoerner,Arkansas,SEC,11,167,312,53.5,2629,8.4,8.9,26,8,146.7,51,-57,-1.1,1,1998
21,Joe Hamilton,Georgia Tech,ACC,11,145,259,56.0,2166,8.4,8.3,17,8,141.7,112,298,2.7,4,1998
22,Ryan Kealy,Arizona State,Pac-10,10,150,261,57.5,2161,8.3,8.2,19,9,144.1,33,-103,-3.1,0,1998
23,Tim Lester,Western Michigan,MAC,11,236,406,58.1,3311,8.2,7.5,22,16,136.6,70,-49,-0.7,1,1998
24,Lee Roberts,Southern Mississippi,CUSA,11,185,325,56.9,2680,8.2,8.2,24,11,143.8,35,-148,-4.2,0,1998
25,David Garrard,East Carolina,CUSA,11,157,255,61.6,2091,8.2,8.1,14,7,143.1,127,164,1.3,2,1998
26,Kevin Feterik,Brigham Young,WAC,13,202,336,60.1,2718,8.1,8.2,16,6,140.2,106,-111,-1.0,3,1998
27,Tee Martin,Tennessee,SEC,12,153,267,57.3,2164,8.1,8.5,19,6,144.4,103,287,2.8,7,1998
28,Herb Tyler,LSU,SEC,10,153,250,61.2,2018,8.1,8.3,18,7,147.2,85,182,2.1,7,1998
29,Aaron Brooks,Virginia,ACC,11,156,290,53.8,2319,8.0,7.4,12,9,128.4,84,227,2.7,5,1998
30,Mike McMahon,Rutgers,Big East,11,143,276,51.8,2203,8.0,6.2,12,16,121.6,62,-67,-1.1,2,1998
31,Scott Mutryn,Boston College,Big East,11,171,286,59.8,2218,7.8,6.9,12,11,131.1,82,80,1.0,4,1998
32,Tim Couch,Kentucky,SEC,11,400,553,72.3,4275,7.7,7.8,36,15,153.3,64,-124,-1.9,1,1998
33,Andrew Zow,Alabama,SEC,11,143,256,55.9,1969,7.7,7.3,11,7,129.2,53,-99,-1.9,2,1998
34,Wayne Madkin,Mississippi State,SEC,12,96,199,48.2,1532,7.7,6.8,11,9,122.1,61,-36,-0.6,2,1998
35,Mike Moschetti,Colorado,Big 12,11,162,276,58.7,2104,7.6,7.6,15,7,135.6,101,-55,-0.5,2,1998
36,Deontey Kenner,Cincinnati,CUSA,10,148,270,54.8,2047,7.6,5.9,6,13,116.2,25,20,0.8,0,1998
37,Billy Volek,Fresno State,WAC,11,151,261,57.9,1973,7.6,7.8,10,3,131.7,62,-18,-0.3,4,1998
38,John Welsh,Idaho,Big West,9,98,182,53.8,1387,7.6,6.4,11,10,126.8,43,173,4.0,0,1998
39,Walter Church,Eastern Michigan,MAC,9,213,355,60.0,2650,7.5,6.7,13,12,128.0,51,-95,-1.9,1,1998
40,Tom Brady,Michigan,Big Ten,12,200,323,61.9,2427,7.5,7.0,14,10,133.1,54,-105,-1.9,2,1998
41,Jay Stoner,Wyoming,WAC,11,183,316,57.9,2373,7.5,6.8,11,10,126.1,82,4,0.0,3,1998
42,Carson Palmer,USC,Pac-10,13,130,235,55.3,1755,7.5,6.9,7,6,122.8,47,-116,-2.5,1,1998
43,Kevin Thompson,Penn State,Big Ten,11,121,226,53.5,1691,7.5,6.4,6,8,118.1,38,-79,-2.1,2,1998
44,Tony Lindsay,Oklahoma State,Big 12,11,97,196,49.5,1442,7.4,6.7,7,6,117.0,151,592,3.9,10,1998
45,Jonathan Crosswhite,Utah,WAC,10,128,221,57.9,1615,7.3,6.4,10,9,126.1,47,14,0.3,2,1998
46,Zac Wegner,Kansas,Big 12,9,91,186,48.9,1367,7.3,6.7,7,6,116.6,39,-24,-0.6,2,1998
47,Bill Burke,Michigan State,Big Ten,12,195,358,54.5,2595,7.2,7.1,19,10,127.3,65,-253,-3.9,1,1998
48,Mike Bath,Miami (OH),MAC,11,108,209,51.7,1500,7.2,6.6,12,8,123.3,80,260,3.3,3,1998
49,Corby Jones,Missouri,Big 12,11,87,178,48.9,1281,7.2,6.9,9,5,120.4,168,536,3.2,11,1998
50,Ryan Eslinger,Colorado State,WAC,12,206,336,61.3,2386,7.1,6.5,14,11,128.2,56,38,0.7,4,1998
51,Steve Birnbaum,Washington State,Pac-10,10,114,235,48.5,1677,7.1,5.5,6,11,107.5,34,-158,-4.6,0,1998
52,Drew Brees,Purdue,Big Ten,13,361,569,63.4,3983,7.0,6.8,39,20,137.8,69,193,2.8,3,1998
53,Cleo Lemon,Arkansas State,Ind,12,183,387,47.3,2721,7.0,6.6,14,10,113.1,67,-241,-3.6,0,1998
54,Romaro Miller,Ole Miss,SEC,10,184,326,56.4,2273,7.0,6.1,11,11,119.4,60,33,0.6,1,1998
55,Anthony Wright,South Carolina,SEC,11,145,273,53.1,1899,7.0,6.0,10,10,116.3,79,56,0.7,3,1998
56,Todd Husak,Stanford,Pac-10,11,233,447,52.1,3092,6.9,7.0,17,7,119.6,48,-66,-1.4,0,1998
57,Graham Leigh,New Mexico,WAC,12,198,376,52.7,2608,6.9,5.9,18,17,117.7,111,296,2.7,3,1998
58,Andre Vige,Louisiana-Monroe,Ind,11,136,284,47.9,1967,6.9,6.7,17,9,119.5,48,-145,-3.0,0,1998
59,Brandon Streeter,Clemson,ACC,11,150,282,53.2,1948,6.9,5.6,13,14,116.5,44,-10,-0.2,1,1998
60,Rob Peters,Texas Tech,Big 12,9,96,183,52.5,1269,6.9,6.9,9,4,122.6,105,125,1.2,3,1998
61,Brian Kuklick,Wake Forest,ACC,11,216,396,54.5,2683,6.8,5.6,14,17,114.5,78,-109,-1.4,3,1998
62,Gavin Hoffman,Northwestern,Big Ten,12,176,323,54.5,2199,6.8,5.7,13,14,116.3,68,-155,-2.3,2,1998
63,Matt Lytle,Pitt,Big East,11,159,306,52.0,2092,6.8,5.8,16,14,117.5,116,120,1.0,3,1998
64,Ty Houghtaling,New Mexico State,Big West,11,130,267,48.7,1820,6.8,6.3,20,12,121.7,91,313,3.4,1,1998
65,Chris Kasteler,San Jose State,WAC,10,115,221,52.0,1505,6.8,6.5,12,7,120.8,47,43,0.9,0,1998
66,Jermaine Alfred,Baylor,Big 12,10,97,188,51.6,1268,6.7,5.3,2,7,104.3,33,-63,-1.9,0,1998
67,Oscar Davenport,North Carolina,ACC,9,100,182,54.9,1208,6.6,6.8,8,3,121.9,27,-63,-2.3,0,1998
68,James Washington,Akron,MAC,11,148,300,49.3,1958,6.5,6.0,8,7,108.3,86,114,1.3,2,1998
69,Jose Davis,Kent State,MAC,10,178,320,55.6,2046,6.4,5.6,9,10,112.4,84,62,0.7,4,1998
70,Bart Hendricks,Boise State,Big West,10,150,279,53.8,1799,6.4,6.4,13,6,119.0,87,221,2.5,2,1998
71,Antwaan Randle El,Indiana,Big Ten,11,127,273,46.5,1745,6.4,5.0,6,11,99.4,227,873,3.8,10,1998
72,John Rayborn,UTEP,WAC,11,139,258,53.9,1641,6.4,6.2,12,6,118.0,42,58,1.4,3,1998
73,Billy Cockerham,Minnesota,Big Ten,11,92,180,51.1,1150,6.4,4.6,11,12,111.6,127,311,2.4,2,1998
74,Jason McKinley,Houston,CUSA,11,218,386,56.5,2437,6.3,5.7,18,13,118.2,23,-117,-5.1,0,1998
75,Brian Russell,San Diego State,WAC,11,123,230,53.5,1438,6.3,5.6,8,7,111.4,80,176,2.2,5,1998
76,Chris Wallace,Toledo,MAC,12,219,400,54.8,2476,6.2,6.1,17,8,116.8,93,-53,-0.6,4,1998
77,Todd Bandhauer,Iowa State,Big 12,11,179,355,50.4,2206,6.2,4.5,14,20,104.4,28,-29,-1.0,3,1998
78,Pete Shepherd,Central Michigan,MAC,11,152,324,46.9,2005,6.2,4.9,4,11,96.2,52,46,0.9,2,1998
79,Gabe Gross,Auburn,SEC,9,88,197,44.7,1222,6.2,4.2,7,12,96.3,70,97,1.4,2,1998
